Date Created,Tweets
2021-12-04 22:35:00+00:00,"Our infrastructure used to be rated the best in the world—that’s not hyperbole. But now we rank 13th in the world for the quality of our infrastructure.
 
With our infrastructure law, we're turning things around in a big way. And that starts with our roads and bridges."
2021-12-04 18:27:00+00:00,"What does passing the Build Back Better Act mean?

For millions of American families, it means the bills you're paying right now for daycare could be capped at 7% of your income.

It means the cost of your prescription drugs and care for your elder parents will be cheaper."
2021-12-04 16:32:00+00:00,"America has always been a nation of possibilities. Instead of continuing tax cuts for big corporations and the wealthiest Americans, let’s ensure they pay their fair share and lower the cost of child care and prescription drugs by passing the Build Back Better Act in the Senate."
2021-12-04 01:48:00+00:00,There is no worse feeling than not being able to afford the life-saving medication a loved one may need. The Build Back Better Act will cap the cost of insulin at $35/month so families can breathe a little easier.
2021-12-03 21:03:00+00:00,"We can’t just build back to where we were before. 

When roads are continuously wiped out by flooding, we must build them higher. 
When high power lines come down from severe weather, they must be made more resilient. 

This is what I mean when I say we need to build back better."
2021-12-03 19:20:10+00:00,Imagine running up higher costs for American families just to score a few political points. But that’s what Republicans are doing. https://t.co/vIc8COfsPL
2021-12-03 01:23:01+00:00,"Caring for our veterans and their families when they return home is a lifelong commitment our nation owes to those who served our country—and this week three bills became law that help us live up to that sacred obligation. 
https://t.co/kEjsK21Ar9"
2021-12-02 20:58:01+00:00,I know that this country can deliver for working families. We have before—and we will again.
2021-12-02 17:59:01+00:00,"Trickle-down economics has never worked. That’s why our infrastructure law is a blue-collar blueprint to rebuild America. The only way this works is if blue-collar Americans do the rebuilding.

That's the only way it's ever worked and we're going to do it again. Mark my words."
2021-12-02 14:45:02+00:00,"Republicans would rather the bills at your kitchen table be higher so the taxes in big mansions can be lower. 

Let me tell you something: Nothing will be more expensive for American families than a NO vote on the Build Back Better plan."
2021-12-01 23:27:00+00:00,"In ten months, we've gone from an economy that was shut down due to the pandemic, to an economy that is leading the world in economic growth. Between record new small business creation to record new job creation, we’re rebuilding an economy where everyone comes along."
2021-12-01 21:35:00+00:00,"No parent should have to sit outside a fast food restaurant to use the internet so that their child can do their homework.

Our infrastructure law will expand access to affordable, high-speed internet, helping every household access what they need to work, learn, and live."
2021-11-30 22:47:00+00:00,"There’s still time to get your first shot, your booster shot, or to get your children vaccinated before Christmas. Get vaccinated."
2021-11-30 20:16:01+00:00,"We're going to fight the Omicron variant the way we’ve been fighting COVID-19 since the beginning—with scientific and knowledgeable actions and speed, not chaos and confusion."
2021-11-30 18:15:06+00:00,The Bipartisan Infrastructure Law will ensure no parent will have to sit in a fast food parking lot just so their child can access the internet to do their homework.
2021-11-30 01:12:00+00:00,"My simple message to folks worried about the Omicron variant: Get vaccinated.
https://t.co/O61tmKGEW6"
2021-11-29 21:49:12+00:00,"Since I was sworn in on January 20th, we’ve seen a record 5.6 million in job growth— with more jobs created at this point than ever before in American history. We’ve made enormous progress and we're on our way to building an economy that ensures no one is left behind. https://t.co/Lmbc7kbrrU"
2021-11-29 20:30:02+00:00,"The Build Back Better Act extends the expanded Child Tax Credit, which has been a game changer for working families. It helped roughly 60 million children and helped cut child poverty in America by more than 40%."
2021-11-28 17:15:01+00:00,Jill and I send our warmest wishes to everyone celebrating Hanukkah in the United States and around the world. May this festival of lights bring blessings upon you and your loved ones for happiness and health. Happy Hanukkah!
2021-11-27 16:52:00+00:00,"Small businesses employ millions of Americans and strengthen communities across the country. This Small Business Saturday, I encourage you to support the folks in your local community by shopping small."
2021-11-25 20:37:01+00:00,"Thanksgiving is a special time to reflect on what the year has brought, what lies ahead, and a time to be grateful that from darkness there is light, hope, and progress. 

From my family to yours, happy Thanksgiving."
2021-11-24 21:27:01+00:00,"We've made progress over the last ten months: unemployment is down to 4.6%, wages are rising, disposable income is up, and millions of Americans will be reuniting with their loved ones for Thanksgiving. We're grateful that families can gather safely thanks to the vaccine."
2021-11-24 18:30:07+00:00,"We’ve launched a major effort to reduce the price of gas at your corner gas station.
https://t.co/pm9ACpnCwX"
2021-11-23 23:13:01+00:00,"Our Bipartisan Infrastructure Law will deliver access to clean water and affordable high-speed internet to millions of families across the country. 

We’re going to create good-paying jobs while rebuilding our infrastructure and investing in our future."
2021-11-23 20:14:02+00:00,"The Bipartisan Infrastructure Law rewards companies for paying workers a decent wage, for buying American, and for sourcing their products right here in America—not abroad."
2021-11-23 01:50:00+00:00,"Nearly 2 million women in our country have been locked out of the workforce because they have to care for a child or an elderly relative at home.

My Build Back Better Act will make caregiving accessible and affordable and help them get back to work."
2021-11-22 22:05:11+00:00,"No one should have to pay $1,000 a month for insulin. That’s why my Build Back Better Act will lower costs for prescription drugs and ensure that no one pays more than $35 a month for their insulin. https://t.co/buhJTYop7S"
2021-11-22 18:00:22+00:00,The Bipartisan Infrastructure Law will ensure no parent will have to sit in a fast food parking lot just so their child can access the internet to do their homework.
2021-11-21 23:37:05+00:00,"Not one, not two, not sixteen—seventeen Nobel Prize-winning economists agree that my Build Back Better Act will ease longer-term inflationary pressures and grow our economy. https://t.co/X6mpntckXb"
2021-11-21 16:50:01+00:00,"The Bipartisan Infrastructure Law builds back our bridges, water systems, power lines, and electric grid better and stronger. 

Because of it, fewer Americans will be flooded out of their homes or lose power for days and weeks at a time when a storm hits."
2021-11-21 14:48:03+00:00,"Infrastructure Week has long been talked about in Washington.

Folks, it’s finally here. 
https://t.co/BKhjPsFjmf"
2021-11-20 21:04:00+00:00,"Studies have shown that children who go to pre-K are more likely to stay in school. 

The Build Back Better Act establishes universal pre-K, ensuring every 3- and 4-year-old in America has access to high-quality early education, no matter their background."
2021-11-20 18:42:00+00:00,"My Bipartisan Infrastructure Law is a once-in-a-generation investment that will create good-paying jobs modernizing our infrastructure.
https://t.co/mYq7Bm0q4f"
2021-11-20 16:35:00+00:00,"For too long, the economy has worked great for those at the top, while working families get squeezed. The Build Back Better Act will build an economy that works for everyone.

With its passage in the House, we’re one step closer to getting this done."
2021-11-19 22:16:52+00:00,"The Build Back Better Act will lower costs, create jobs, and cut taxes, while tackling the climate crisis and growing the economy from the bottom up and middle out.

With its passage in the House, we’re one step closer to making a historic investment rebuilding the middle class."
2021-11-19 01:00:06+00:00,"The Bipartisan Infrastructure Law is proof that despite the cynics, Democrats and Republicans can come together and deliver real results."
2021-11-18 19:31:01+00:00,"Two of the leading rating agencies on Wall Street said yesterday that the Build Back Better Act will not add inflationary pressures on the economy. 

Instead, it will create jobs and will help take the edge off inflation."
2021-11-18 17:43:00+00:00,"Our economy is in the midst of a historic recovery as we build a path out of the pandemic. But far too many Americans are being left out. 

The Bipartisan Infrastructure Law and Build Back Better Act will help lower costs and build an economy that works for everyone."
2021-11-18 14:46:09+00:00,It was good to be back in Detroit. https://t.co/DXKpvHRteJ
2021-11-18 00:29:01+00:00,"Together, the Bipartisan Infrastructure Law and Build Back Better Act will create millions of jobs, lower costs for working families, and meet the moment on climate change. 

These are transformative investments in the American people and our future."
2021-11-17 14:49:01+00:00,"Because of the Bipartisan Infrastructure Law, next year will be the first year in 20 years that American infrastructure investments will grow faster than China. 

Historians will look back at this time as the moment America began to win the competition of the 21st century."
2021-11-16 21:29:00+00:00,"The Bipartisan Infrastructure Law makes the most significant investment in public transit in the history of our nation. 
 
You’re going to go places faster, safer, and with a lot less pollution in the air."
2021-11-16 17:35:18+00:00,I announced five new initiatives that will help protect the dignity and sovereignty of Tribal Nations. https://t.co/72ga28TpqZ
2021-11-16 14:40:00+00:00,"The Bipartisan Infrastructure Deal will modernize our ports, our airports, and our freight rail to make it easier for companies to get goods to market. It will reduce the supply chain bottlenecks we’re currently experiencing and lower costs for you and your family."
2021-11-16 03:15:00+00:00,"The Bipartisan Infrastructure Deal makes the most significant investment in roads and bridges in the past 70 years, the most significant investment in passenger rail in the past 50 years, and the most significant investment in public transit in our nation's history. It’s a BFD."
2021-11-16 02:07:00+00:00,My message to the American people is this: America is moving again. And your life is going to change for the better thanks to the Bipartisan Infrastructure Deal.
2021-11-15 23:40:00+00:00,"The Bipartisan Infrastructure Deal makes historic investments in our infrastructure to rebuild our roads and bridges, deliver clean water and high-speed internet, modernize our electrical grid, and help transition to a clean energy economy. 

It is now law."
2021-11-15 21:32:27+00:00,"I just signed the Bipartisan Infrastructure Deal into law alongside members of Congress from both parties. 

This is a historic investment in our future that will create good-paying jobs and rebuild our nation's infrastructure. It's an enormous win for the American people."
2021-11-15 16:40:01+00:00,"Seventeen Nobel Prize winning economists said that Build Back Better will ease longer-term inflationary pressures and lower costs for American families.

We can get this done."
2021-11-15 14:40:00+00:00,"American families across the country are facing rising costs on everything from gas to groceries. 

The Build Back Better Act will lower costs for health care, child care, and elder care—and cut taxes for the middle class. Let’s pass it."
2021-11-15 00:00:04+00:00,"Congress can help ease inflationary pressures and lower costs for working families. 

Let’s pass the Build Back Better Act."
2021-11-14 20:30:01+00:00,"COVID-19 has disrupted supply chains around the world. Now, even in the midst of a historic economic recovery, Americans are facing prices that are just too high. 

We must pass the Build Back Better Act to lower costs for working families and help get people back to work."
2021-11-14 17:37:01+00:00,The Build Back Better Framework will strengthen the middle class by bringing down costs on everyday essentials and enacting tax cuts for the middle class—and we’ll get it done by asking the wealthiest to pay their fair share.
2021-11-13 23:53:00+00:00,"The Build Back Better Framework will be the largest effort to combat climate change in American history—and through this effort, we’ll grow industries here in the United States; create good-paying union jobs; and combat environmental injustice."
2021-11-13 21:05:02+00:00,"Our economy has created 5.6 million jobs since January and unemployment is below 5%. 

But Americans across the country are facing prices that are just too high. We must pass the Build Back Better Act to lower costs for working families and help get people back to work."
2021-11-13 16:35:00+00:00,"Lowering costs for American families is a top priority. 

The Bipartisan Infrastructure Deal will strengthen the supply chain and reduce bottlenecks, and Build Back Better will ease inflationary pressures and lower costs for working families."
2021-11-13 01:46:00+00:00,"Despite our historic recovery, families are still feeling a strain. The Bipartisan Infrastructure Deal will help:

- Bring down costs
- Reduce bottlenecks
- Get goods to market faster

And Build Back Better will help ease inflationary pressures and lower costs for families."
2021-11-12 21:46:00+00:00,"The Bipartisan Infrastructure Deal will lower costs and reduce supply chain bottlenecks.

Now, let's pass Build Back Better—which 17 Nobel Prize winning economists say will ease longer-term inflationary pressures and lower costs for American families."
2021-11-12 20:39:01+00:00,"The Build Back Better Framework will be a transformative investment in our future. Together, we can grow the economy from the bottom up and the middle out so that everyone gets ahead."
2021-11-11 16:08:18+00:00,"Less than 1% of Americans currently serve in our military and while we can never fully repay the debt we owe these heroes, it is our sacred obligation to properly care for and support them. 

This Veterans Day, we honor all those who have answered the call to serve. https://t.co/DBAMdlvUJK"
2021-11-11 01:27:00+00:00,"With the Build Back Better Framework, we will make health care more affordable for millions of Americans."
2021-11-10 23:01:01+00:00,"Under the Build Back Better Framework, we will create millions of good-paying jobs, spur long-term growth, lower costs for working families, and set America on course to meet our greenhouse gas emissions targets."
2021-11-10 16:52:02+00:00,"The Bipartisan Infrastructure Deal is a historic investment in our nation’s public infrastructure. 

We will rebuild our roads and bridges, provide clean drinking water, expand broadband access, invest in clean energy, and create good-paying jobs across the country."
2021-11-09 18:13:01+00:00,"The historic Bipartisan Infrastructure Deal will help American workers and businesses win the 21st century. I’m speaking about this and more with you this afternoon. RSVP now.
https://t.co/cyxzWs95gF"
2021-11-09 15:12:01+00:00,"The Build Back Better Act will be a once-in-a-generation investment in our people, reducing the cost of child care and elder care, providing universal pre-K for every 3-year-old and 4-year-old, and lowering prescription drug costs.
https://t.co/oNRgg0c643"
2021-11-09 02:12:00+00:00,"From the creation of over 5.6 million jobs to the unemployment rate reaching a pandemic-low of 4.6%, America is getting back to work. 

And thanks to the American Rescue Plan, we’ve managed it two years sooner than forecasters predicted we could.
https://t.co/uw4GWPYoCw"
2021-11-08 23:12:54+00:00,"Folks, I’m excited to share that I’m hosting a virtual grassroots event tomorrow to discuss our historic Bipartisan Infrastructure Deal and the impact it will have on our country’s future. RSVP now. 
https://t.co/cyxzWsqG8d"
2021-11-08 21:48:21+00:00,"With the Bipartisan Infrastructure Deal and the Build Back Better Agenda, fifty years from now, people will look back and say this was the moment when America decided to win the competition of the 21st century. https://t.co/BnUQvEGRmZ"
2021-11-08 20:08:00+00:00,"When it comes to manufacturing, the Bipartisan Infrastructure Deal will get America off the sidelines.
https://t.co/xsqs0EE5Je"
2021-11-08 18:06:01+00:00,"On average, families spend $11,000 a year on child care—and sometimes even more. How are working families supposed to get ahead?

Our Build Back Better Framework will ensure nearly all families earning under $300,000 a year won’t pay more than 7% of their income on child care."
2021-11-08 14:44:34+00:00,"There are no Republican bridges or Democratic roads. The Bipartisan Infrastructure Deal is a win for the American people—but there is still more work to do. 

Now, we must pass the Build Back Better Framework."
2021-11-08 01:49:00+00:00,"The Bipartisan Infrastructure Deal will help ease inflationary pressures, lowering costs for working families.
https://t.co/FOcchsNWgN"
2021-11-07 23:06:00+00:00,"The Build Back Better Framework is a historic investment in addressing the climate crisis.
https://t.co/yDapwpZUTy"
2021-11-07 22:01:00+00:00,"For all of you at home who feel left behind and forgotten in an economy that is changing rapidly, this bill is for you.
https://t.co/0Q5ZIvCrLQ"
2021-11-07 20:38:00+00:00,Climate change is an existential threat to our planet. That’s why the Build Back Better Framework will be an unprecedented effort to combat climate change and puts the United States on track to meet our target of reducing greenhouse gas emissions in half by the year 2030.
2021-11-07 18:30:01+00:00,"The Bipartisan Infrastructure Deal has passed both houses of Congress. 

After years of “infrastructure week,” I look forward to signing this historic legislation that will make a once-in-a-generation investment in America’s future."
2021-11-07 14:00:09+00:00,"One year ago this month, the people of this nation made their voices heard and delivered a clear victory, won with the most votes ever cast for a presidential ticket in the history of this country. 

Now, we're on our way to building our country back better, one day at a time. https://t.co/epGwWjIU2u"
2021-11-07 01:07:00+00:00,"Together, our infrastructure bill and our Build Back Better Act are the highest value investments that we can make to grow the economy. They will create millions of jobs, increase productivity and wages and reduce costs, and generate significant and historic economic growth."
2021-11-06 22:51:00+00:00,"Our infrastructure bill will make high-speed internet affordable and available everywhere in America, so no parent has to sit in the parking lot of a fast food restaurant so their child can access the internet to do their homework."
2021-11-06 21:03:00+00:00,"The Bipartisan Infrastructure Deal that passed the House of Representatives will create good-paying union jobs and will transform our nation’s transportation system. 
https://t.co/sge7GUtSiG"
2021-11-06 18:28:00+00:00,"The House passed the Bipartisan Infrastructure Deal, a once-in-a-generation investment that will create millions of jobs modernizing our infrastructure, and a rule that will allow passage of my Build Back Better Act.

We need to deliver. Yesterday, we proved we can."
2021-11-06 17:26:30+00:00,I am so happy to say that it’s infrastructure week. https://t.co/qoeyiCvegb
2021-11-05 21:46:00+00:00,"The Build Back Better Framework lowers your bills for health care, child care, prescription drugs, and preschool. Plus, families get a tax cut. 

That's how we’ll give people across our country some breathing room."
2021-11-05 19:03:01+00:00,"Thanks to our American Rescue Plan and a successful vaccine deployment, America continues to add jobs at a record pace. Our economy is on the move.
https://t.co/mtm18TseYG"
2021-11-05 14:02:00+00:00,Action on climate change is a moral imperative. But it is also an economic imperative. We must build an equitable clean energy future that creates millions of good-paying jobs.
2021-11-05 01:41:00+00:00,"Our message to the world is that the United States will be a partner as we tackle this climate crisis. 

That’s why we’re working on delivering our goal of reducing U.S. gas emissions by at least 50% by 2030.
https://t.co/naF9BmNtt6"
2021-11-04 19:22:01+00:00,"For children, learning and socializing with their classmates and teachers makes a world of difference from having to learn from home. 

Vaccinating our children will not only help us save lives, but will help us keep our schools open and keep our kids in the classroom."
2021-11-04 18:16:01+00:00,"An investment in our children is an investment in our future. That’s why the Build Back Better Framework will deliver two years of free, universal preschool for more than six million children ages 3 and 4."
2021-11-04 14:17:01+00:00,"The bottom line: We’ve secured enough supply for every child in America to receive a COVID-19 vaccine. 
https://t.co/S35R34wwjw"
2021-11-04 00:28:22+00:00,"We have already made extraordinary progress to put this pandemic behind us, and today, millions of parents can find relief in knowing that children between the ages of 5 and 11 are now eligible to receive a COVID-19 vaccine. 

Visit https://t.co/EwdQ2dFHwG to make an appointment. https://t.co/R0E8UCYT7g"
2021-11-02 18:26:03+00:00,"Within the growing climate catastrophe, there is incredible opportunity—not just for the United States, but for all of us. 
https://t.co/pAu676gDeD"
2021-11-02 17:07:10+00:00,"It’s Election Day, Virginia and New Jersey.

Check https://t.co/Hy8C4mIL2M to confirm your polling place and go vote."
2021-11-02 15:53:03+00:00,"The Build Back Better Framework will cut U.S. greenhouse gas emissions by well over a gigaton by 2030, make energy bills more affordable  for Americans, and deliver cleaner air and water for our children."
2021-11-02 12:00:19+00:00,"Go vote, Virginia and New Jersey! https://t.co/eoxT07d7QB"
2021-11-02 01:09:00+00:00,"Climate change is already ravaging the world. We know that none of us can escape the worst that’s yet to come if we fail to seize this moment.
https://t.co/g6ESsvqV5b"
2021-11-01 23:07:00+00:00,"The Build Back Better Framework is the most significant investment to combat the climate crisis that any advanced nation has ever made.
https://t.co/yNkEXZzjRa"
2021-10-31 16:45:01+00:00,"Virginia and New Jersey, there are only a few days left to get out the vote and help elect @TerryMcAuliffe, @PhilMurphyNJ, and other Democrats up and down the ballot. https://t.co/Hy8C4mIL2M"
2021-10-31 15:08:28+00:00,"With the investments in the Build Back Better Framework, there will be no stopping the American people. https://t.co/ilFX4DxkI6"
2021-10-30 21:23:01+00:00,Let’s turn out Virginia for @TerryMcAuliffe: https://t.co/Hy8C4mIL2M. https://t.co/dIsOc4lYj7
2021-10-30 17:41:01+00:00,"Virginia, you've made incredible progress over the last few years on jobs, the economy, health care, education, growing the middle class, and more. 

To protect that progress, you have to once again show up for democracy and make sure to vote on Tuesday. The country is watching."
2021-10-30 15:07:17+00:00,".@TerryMcAuliffe is the proven leader who will move Virginia forward. 

Virginia, make sure you show up and vote before polls close on 11/2. Every vote matters. https://t.co/dR08gt64QP"
2021-10-30 00:07:01+00:00,"The Build Back Better Framework will make the most significant investment to deal with the climate crisis—beyond any other advanced nation in the world.
https://t.co/FcamNccHg8"
2021-10-29 21:53:28+00:00,"Tune in now to join @KamalaHarris and @TerryMcAuliffe as they get out the vote in Norfolk, Virginia with special guest @Pharrell. https://t.co/a8imAatpHH"
2021-10-29 20:59:09+00:00,"Virginia, you can’t take anything for granted. Vote. https://t.co/pqh6vzR0Tu"
2021-10-29 20:36:01+00:00,"Nearly 2 million women in America are not working today because they can’t afford child care. 

The Build Back Better Framework will help working families by ensuring nearly all middle-class families will pay no more than 7% of their income on child care."
2021-10-29 19:05:02+00:00,"Virginia, reproductive rights are under attack throughout the country and we must elect leaders who are absolutely committed to protecting those rights.  

@TerryMcAuliffe has made it clear that he will be a brick wall against anyone trying to threaten reproductive rights."
2021-10-29 18:07:01+00:00,"It’s time to deal the middle class back in. 
https://t.co/FOsaDL84jI"
2021-10-29 14:10:01+00:00,"Later today, @KamalaHarris will join @HarrisonJaime for a grassroots event to discuss how the Build Back Better Framework will invest in the American people. Let’s get this done.

RSVP here: https://t.co/WdP6DytKcr"
2021-10-28 23:42:00+00:00,"Through the Build Back Better Framework, we’re going to create an economy that works for working families, not just the few at the top. 

And if you earn less than $400,000, you won't pay a single penny more in federal taxes. Period."
2021-10-28 21:29:00+00:00,"Let’s get the Build Back Better framework done.
https://t.co/x565C1wZQ3"
2021-10-28 19:17:00+00:00,The Build Back Better Framework will lower costs for working families without adding to the deficit.
2021-10-28 18:17:01+00:00,The Build Back Better Framework will deliver two years of free preschool for every 3- and 4-year-old in America and save most American families more than half of their spending on child care.
2021-10-28 17:15:04+00:00,"With the Build Back Better Framework, we will:

✅ Deliver free, universal pre-K for 3- and 4-year-olds
✅ Embark on an unprecedented effort to combat climate change
✅ Create millions of good-paying jobs
✅ Make health care more affordable for millions of Americans"
2021-10-28 13:22:59+00:00,"The Build Back Better Framework will set the U.S. on course to meet our climate targets, create millions of good-paying jobs, and grow our economy from the bottom up and the middle out.

It’s fully paid for by asking corporations and the wealthiest to reward work, not wealth."
2021-10-28 00:11:03+00:00,"Virginia, show up.
Show up like you did for Barack and me.
Show up like you did for me and Kamala.

And show up for a proven leader like @TerryMcAuliffe. Vote. https://t.co/fU8Jc1RmYr"
2021-10-27 20:09:02+00:00,"Folks, @KamalaHarris is headed down to Norfolk this Friday to get out the vote with @TerryMcAuliffe. Register now to join them.
https://t.co/mT9kMgfDFM"
2021-10-27 15:11:00+00:00,"Under my Build Back Better Agenda, no middle-class family will spend more than 7% of their income on child care."
2021-10-26 23:47:19+00:00,"Tune in as I join @TerryMcAuliffe in Arlington to get out the vote.

One week to go, Virginia. Let’s do this. https://t.co/YDyLyUmLyd"
2021-10-26 21:26:00+00:00,"It isn't enough just to invest in our physical infrastructure—we also have to invest in our people. 

That’s what the Build Back Better Agenda does: Invests in child care, combats the climate crisis, and makes us competitive in the 21st century."
2021-10-26 20:48:00+00:00,"The Build Back Better Agenda is about betting on America, believing in America, and believing in the American people.
https://t.co/1KHD6ZbpHu"
2021-10-26 19:50:01+00:00,"For too long, the backbone of this country—the middle class—has been dealt out. It's time to deal them back in."
2021-10-26 18:27:03+00:00,"The Build Back Better Agenda and the Bipartisan Infrastructure Deal are about competitiveness versus complacency.
https://t.co/J2ORJsyZti"
2021-10-25 23:15:02+00:00,"Folks, @TerryMcAuliffe has been here before, he knows what to do, and he knows how to deliver results for Virginia. 

Join us for a campaign rally in Arlington tomorrow night. https://t.co/ZYbRaFa40N"
2021-10-25 15:59:00+00:00,At least 55 corporations in America didn't pay a single penny in federal income tax last year. That’s got to change—and my Build Back Better Agenda will get it done.
2021-10-24 23:50:09+00:00,"To make good on the full promise of America, we have to protect the fundamental and sacred right to vote. https://t.co/iExJiKeKyV"
2021-10-24 21:27:00+00:00,"In just nine months, we have nominated more Black women to the federal circuit courts and more public defenders to the bench than any administration in all of American history. 

And we’re just getting started."
2021-10-23 20:23:00+00:00,"The struggle for our democracy is no longer just about who gets to vote. It’s about who counts the votes—and whether they should count at all. 

Jim Crow is alive and well in the 21st century.
https://t.co/ErmdUltVfa"
2021-10-23 15:26:00+00:00,"When I ran for president, I resolved to bring Scranton values to bear.

We’re going to build the economy from the ground up and the middle out, not from the top down.
https://t.co/dAs96r22fc"
2021-10-23 00:28:00+00:00,"Having a broken spirit is no different than having a broken arm.
https://t.co/VSmOQtQ3RX"
2021-10-22 19:10:01+00:00,"Universal pre-K for 3- and 4-year-olds is not just an investment in education, it’s an investment in the future of America. 

We’re going to get it done with the Build Back Better Agenda.
https://t.co/FR3mzzbb4A"
2021-10-22 17:11:05+00:00,"Climate change is an existential threat to humanity.

That’s why I’m making a commitment to get to net-zero emissions on electric power by 2035 and net-zero emissions across the board by 2050 or before."
2021-10-22 15:11:01+00:00,"It’s time corporate America and the super-wealthy start paying their fair share.
https://t.co/rjErYTQKqk"
2021-10-22 03:16:00+00:00,"I ran for president for three reasons:
To restore the soul and decency of our country. 
To rebuild our economy from the bottom up and the middle out. 
And to help unite our country.

We’re on the right track—but there’s still work to be done."
2021-10-19 14:40:18+00:00,"Building back better starts in the states. Since flipping the legislature in 2019, Virginia Democrats have been a model of progress—including helping us vaccinate folks to beat the pandemic. To keep our progress, we must elect @TerryMcAuliffe and Democrats up and down the ballot. https://t.co/NsJiiPNzlv"
2021-10-18 20:54:00+00:00,"For the better part of the 20th century, America led the world in investments in ourselves, in our people, in our country. But now, we risk losing our edge as a nation. Passing the Build Back Better Agenda will help us regain the momentum that we’ve lost."
2021-10-18 17:16:01+00:00,"Folks, Virginia has an important election coming up on November 2 and we need your help reaching out to voters across the state to get out the vote. Sign up today to join a phone bank: https://t.co/FGrVXHp748"
2021-10-17 23:58:00+00:00,A teacher shouldn’t pay a higher tax rate than a profitable company. It’s time we reward work in this country—not just wealth.
2021-10-17 20:11:01+00:00,"Passing the Build Back Better Agenda is about competitiveness versus complacency.
Opportunity versus decay.  
Leading the world or letting the world pass us by.

When workers and families have a better shot, America has a better shot."
2021-10-17 15:48:08+00:00,"The 21st century Jim Crow assault is real. It's unrelenting, and we're going to challenge it vigorously. https://t.co/jGkrvWB5Ev"
2021-10-16 23:51:00+00:00,"It’s time to build an economy that works for working families. An economy where people from every race, background, and religion can get ahead.

Our Build Back Better Agenda will get it done."
2021-10-16 21:13:01+00:00,The voter registration deadline is coming up in several states. Make sure you’re registered to vote at https://t.co/Hy8C4mIL2M and vote for Democrats up and down the ballot to keep America moving forward. https://t.co/c9DiEScQon
2021-10-16 01:20:00+00:00,"With the expanded Child Tax Credit, working families are getting the relief they need thanks to the American Rescue Plan. 

This money is making a difference for countless Americans and lifting millions of kids out of poverty."
2021-10-16 00:30:01+00:00,"Today, another round of payments from the expanded Child Tax Credit will help millions of families across the country with payments of up to $300 per child. 

This is just the first step. Our Build Back Better Agenda will extend this benefit for years to come."
2021-10-15 23:52:00+00:00,The evidence is clear: Vaccination requirements work. https://t.co/aODppNEa7F
2021-10-15 19:14:01+00:00,"More than 1 out of 3 eligible seniors have already received their COVID-19 booster. 

We’re going to continue to provide that protection to seniors and everyone else as we head into the holiday season. Together, we can put this pandemic behind us."
2021-10-15 14:02:17+00:00,A promise I didn’t take lightly. https://t.co/rkmkGRIUVi
2021-10-14 23:15:00+00:00,Our plan to accelerate a path out of this pandemic is working. https://t.co/HodK4Y7glV
2021-10-14 14:25:01+00:00,"Tomorrow, @DrBiden is back on the campaign trail for a grassroots event with @TerryMcAuliffe.

Virginia, you’re not going to find anyone who knows how to get more done than Terry. Let’s keep moving Virginia forward. RSVP now. 
https://t.co/V2t07vgPmp"
2021-10-12 21:34:00+00:00,"Folks, it’s been a month since I laid out my plan to accelerate the path out of this pandemic. We’ve made real progress, but we still have a long way to go.

There’s no better way to beat this pandemic than to get the vast majority of Americans vaccinated. It’s as simple as that."
2021-10-12 14:35:01+00:00,"Virginia: Last year, the people voted and democracy prevailed. We have to do it again and elect @TerryMcAuliffe as governor.

Today is the last day to register to vote. Head to https://t.co/rqHXR7xuqW and make sure you're registered."
2021-10-10 23:58:00+00:00,"For the first time since March 2020, the unemployment rate is below 5%. We still have more work to do, but recovery is moving forward even in the face of a pandemic."
2021-10-10 20:49:00+00:00,"We have a plan. We have the tools. Let’s finish the job—get vaccinated.
https://t.co/b8jlTuDMTm"
2021-10-10 15:38:00+00:00,"An average of 600,000 new jobs have been created every month since we took office. 

Jobs are up, wages are up, and unemployment is down. This progress is attributed to the hard work and resilience of the American people, who are battling through this pandemic."
2021-10-09 23:34:00+00:00,"Let’s set one thing straight: The Bipartisan Infrastructure Deal and the Build Back Better Agenda are not about left versus right.

They’re about leading the world or continuing to let the world pass us by."
2021-10-09 21:08:01+00:00,"Before the American Rescue Plan passed, the Congressional Budget Office projected that it would take until 2023 to get to a 4.8% unemployment rate.

We hit that rate in October of 2021."
2021-10-09 16:35:00+00:00,"Here's the deal. Vaccine requirements are already proving that they work.

More than 185 million Americans are now fully vaccinated and more than 75% of eligible Americans have gotten at least one shot. That’s real progress."
2021-10-09 00:33:00+00:00,"Let’s be clear: Vaccine requirements aren't about politics, they’re about saving lives.
https://t.co/LizrAytwGZ"
2021-10-08 21:59:53+00:00,We’re making real progress for the American people. https://t.co/CqNYb5ZFwk
2021-10-08 19:35:01+00:00,"Millions of American parents are feeling the squeeze, having a hard time doing their job, earning a paycheck, while taking care of their children or aging parents. My Build Back Better Agenda will change that."
2021-10-07 23:37:00+00:00,"When we give working families a break, we're not just raising their quality of life—we're putting parents in a position to earn a paycheck. That's what the Bipartisan Infrastructure Deal and the Build Back Better Agenda are all about."
2021-10-07 21:43:00+00:00,"Teachers and firefighters shouldn’t pay a higher tax rate than millionaires and billionaires.
https://t.co/02tU0LF7p1"
2021-10-07 15:03:01+00:00,"The Bipartisan Infrastructure Deal is about rebuilding our roads, our highways, our bridges, our ports, our airports, our broadband. It’s a blue-collar blueprint for rebuilding America."
